dullness,whiteness,pixel_width,red_dominant,green_dominant,blue_dominant,average_color_r,average_color_g,average_color_b,x,y,blurrness,entropy_r,entropy_g,entropy_b,deviation_r,deviation_g,deviation_b,variation_r,variation_g,variation_b,class
0,0,0,0.67451,0.705882,0.721569,161.170524,173.712783,181.565439,205,141,10.148299,3.722075,3.986947,4.416278,274.251244,232.886886,176.882091,2.424185,2.058554,1.563511,fire
0,0,1.125919,0.07451,0.145098,0.282353,16.531641,61.829021,151.555331,256,170,616.502895,5.215724,4.59595,3.610574,166.560923,261.321138,538.655822,0.977855,1.534178,3.162369,fire
0,0,5.713176,0.145098,0.262745,0.329412,54.675758,90.833722,110.781387,256,171,7595.618572,5.217931,5.090634,4.741312,123.811558,145.631633,212.010988,0.722629,0.849982,1.237406,fire
0,0,0,0.52549,0.713725,0.843137,132.541475,185.548116,221.502597,256,170,84.832938,3.774146,3.964167,4.208687,407.481158,362.8999,301.549801,2.392262,2.130532,1.770355,fire
0,0,0.278033,0.058824,0.34902,0.929412,36.529343,82.890165,170.353929,256,170,335.772469,5.187647,4.812222,4.477263,139.643861,206.39547,312.412548,0.819829,1.211717,1.834128,fire
0,0,2.926261,0.129412,0.227451,0.290196,39.044888,66.845189,86.196592,256,171,4868.831698,5.027678,4.80807,4.47766,171.397737,201.434775,273.792995,1.000366,1.175678,1.597998,fire
0,0,3.691067,0.141176,0.12549,0.047059,57.690074,59.424318,47.488462,155,104,2480.278273,4.709147,4.633687,4.568392,96.806371,95.82328,94.768857,1.534366,1.518784,1.502072,fire
0,0,0,0.333333,0.290196,0.498039,85.092928,78.912841,148.147146,155,104,270.373263,5.026316,3.694249,3.309553,60.304903,157.991384,200.461876,0.955823,2.504139,3.17729,fire
0,0,0,0.360784,0.403922,0.952941,97.249859,107.323082,233.262762,155,103,239.686976,4.055815,3.829585,3.606759,147.003978,167.025244,171.121849,2.352612,2.673027,2.738588,fire
0,0,5.688586,0.321569,0.498039,0.929412,90.278784,127.346154,191.720658,155,104,4445.12086,4.648347,5.26477,4.760265,177.428492,47.183486,84.288109,2.812214,0.747851,1.335953,fire
0,0,1.703727,0.243137,0.207843,0.078431,71.136361,63.179392,38.093392,155,103,2504.118323,4.220069,3.828168,3.828273,137.082903,168.901865,169.563768,2.193837,2.703059,2.713652,fire
0,0,3.150642,0.254902,0.360784,0.941176,69.43658,80.379017,164.678923,155,103,1412.971159,5.069227,4.509365,4.201875,74.231203,102.36293,126.042931,1.187976,1.638188,2.017157,fire
0,0,0.415633,0.266667,0.239216,0.094118,63.461104,55.826551,28.576179,155,104,274.813948,4.257844,3.996027,4.087211,121.753653,134.509097,126.21612,1.929777,2.131948,2.000506,fire
0,0,0,0.247059,0.505882,0.811765,67.263875,131.822688,202.48025,160,100,8.80349,3.935266,3.538372,3.524523,143.720508,185.655849,178.936247,2.295033,2.964686,2.857383,fire
0,0,3.45,0.152941,0.341176,0.439216,57.656438,129.169875,190.081875,160,100,108.339523,4.930089,4.957694,4.249289,87.709011,64.186554,108.194958,1.400601,1.024977,1.727735,fire
0,0,1.30625,0.188235,0.415686,0.490196,46.617625,100.722625,122.29075,160,100,85.973325,4.930013,4.586605,3.929417,69.406504,88.490035,139.497305,1.108333,1.413072,2.227593,fire
0,0,0.5125,0.176471,0.384314,0.407843,44.2335,96.319812,103.750313,160,100,97.260701,4.467093,4.374328,3.771905,99.857938,104.36715,154.777994,1.594603,1.66661,2.471606,fire
0,0,1.1875,0.34902,0.478431,0.639216,92.584063,133.184125,181.368063,160,100,23.009673,4.664943,4.266356,3.901673,81.985125,120.690887,142.275568,1.309198,1.927279,2.271959,fire
0,0,6.99375,0.164706,0.411765,0.631373,54.521,129.919875,186.091625,160,100,178.895921,4.965279,4.909252,4.300958,76.921554,73.000081,112.168361,1.228339,1.165718,1.791185,fire
0,0,2.875,0.156863,0.345098,0.403922,42.777875,94.87675,118.243062,160,100,131.414894,4.881505,4.499205,3.960857,76.609424,103.059701,142.542075,1.223354,1.645731,2.276214,fire
0,0,0.56875,0.533333,0.670588,0.741176,111.484813,145.841938,158.817688,160,100,26.703611,4.658024,4.582974,4.55702,88.117301,91.675857,93.093459,1.40712,1.463946,1.486583,fire
0,0,0.75,0.462745,0.611765,0.721569,109.2225,152.10075,188.909125,160,100,21.768504,4.550811,3.910105,3.889789,97.522406,149.382599,149.723719,1.557308,2.385449,2.390896,fire
0,0,2.58125,0.243137,0.45098,0.596078,75.54325,131.61375,175.193125,160,100,68.990372,5.015845,4.741516,4.599574,58.528424,77.780385,84.369403,0.934624,1.242053,1.347271,fire
0,0,0,0.647059,0.65098,0.65098,165.21417,167.468548,167.989001,690,516,31.203643,3.667427,3.881665,4.102803,3552.508919,3130.098718,2794.869049,2.549332,2.246205,2.005639,fire
0,0,0,0.494118,0.537255,0.572549,129.630631,137.463903,142.838821,690,516,59.079502,4.262155,4.208163,4.202807,2509.648143,2629.572884,2629.167604,1.80096,1.88702,1.886729,fire
0,0,0,0.4,0.423529,0.458824,96.152126,106.800611,129.861865,690,517,84.107535,4.558295,3.908651,4.140794,2168.928169,3159.862362,2699.033205,1.553444,2.263177,1.933119,fire
0,0,0,0.560784,0.564706,0.576471,154.730238,155.186131,155.995978,690,516,38.986058,3.993408,4.023492,4.131136,2857.082422,2819.542179,2698.490582,2.050284,2.023345,1.936476,fire
0,0,1.072632,0.423529,0.403922,0.403922,80.53383,89.786999,128.814083,690,516,236.992318,5.153859,4.499088,4.681397,1268.199415,2182.288658,1795.118693,0.910078,1.566042,1.288203,fire
52.065,0,1.261656,0.007843,0.043137,0.054902,16.447093,39.762532,72.828022,690,516,336.33243,5.192373,4.653136,3.635445,1308.166722,1978.222765,5436.174137,0.93876,1.419602,3.901078,fire
0,0,0,0.643137,0.509804,0.611765,154.808173,126.168792,160.962625,153,103,6.141299,3.254796,3.025276,3.508647,206.193942,247.828476,203.159081,3.343007,4.018025,3.293804,fire
0,0,4.486325,0.105882,0.086275,0.188235,39.351355,58.185418,115.133765,153,103,1573.44163,5.122836,4.640379,4.24307,71.905906,118.196034,136.559879,1.165805,1.916304,2.214035,fire
0,0,1.65321,0.098039,0.07451,0.129412,33.370178,32.589965,61.411444,153,102,686.215877,4.46956,3.773578,3.705725,132.364138,201.65048,190.289847,2.167049,3.301397,3.115402,fire
0,0,0,0.713725,0.552941,0.6,179.290017,139.665834,155.806997,153,102,0.617382,2.446757,2.151043,2.737361,311.514766,372.225357,279.991188,5.10008,6.094028,4.583981,fire
0,0,0,0.619608,0.517647,0.666667,147.498572,127.584047,174.962434,153,103,0.730621,3.234436,3.224288,3.932164,199.225157,198.003735,133.895029,3.230023,3.21022,2.17083,fire
0,0,3.114187,0.435294,0.419608,0.721569,86.172754,96.868768,180.805267,153,102,922.57193,4.72605,4.542303,4.487419,101.907024,114.815959,95.880964,1.668409,1.879753,1.569751,fire
0,0,3.712164,0.105882,0.090196,0.196078,42.363031,63.394568,134.519322,153,103,1707.969842,5.295247,4.87771,4.368931,53.472189,86.011698,111.870673,0.866941,1.394501,1.813751,fire
0,0,0,0.231373,0.317647,0.172549,56.814646,80.093434,43.386364,60,33,1094.101918,4.394021,4.429806,4.255583,12.481192,12.327228,14.03552,1.610575,1.590707,1.811146,nofire
0,0,0,0.215686,0.317647,0.168627,55.935294,82.842647,45.533824,60,34,1754.453489,4.504362,4.554672,4.404912,11.760977,11.520102,12.798552,1.473002,1.442834,1.602953,nofire
0,0,0,0.145098,0.2,0.062745,44.1,61.735859,26.814141,60,33,843.68798,4.111412,4.230198,4.087213,15.290897,14.224797,15.679378,1.973139,1.83557,2.023269,nofire
0,0,0,0.184314,0.286275,0.141176,46.138235,72.701961,35.681863,60,34,1510.605363,4.329966,4.436239,4.303755,13.359545,12.357065,13.485759,1.673214,1.547659,1.689022,nofire
0,0,0,0.156863,0.207843,0.082353,39.139899,53.367677,20.99899,60,33,672.456152,3.793406,3.929704,3.893182,18.617295,17.255626,17.713619,2.402378,2.226668,2.285768,nofire
0,0,2.352941,0.278431,0.427451,0.286275,57.261275,89.430392,53.545098,60,34,2023.667459,4.649901,4.710549,4.45595,10.278428,9.797909,12.043996,1.28732,1.227138,1.508449,nofire
0,0,0,0.152941,0.211765,0.090196,43.586364,62.818687,31.041414,60,33,445.255815,4.138908,4.222759,3.827113,15.341848,14.302055,18.63961,1.979714,1.845539,2.405258,nofire
0,0,0,0.215686,0.352941,0.176471,56.910784,94.039706,50.693627,60,34,869.072803,4.466322,4.376863,4.271772,12.549158,13.299823,14.197176,1.571718,1.665735,1.778123,nofire
0,0,2.107843,0.141176,0.094118,0.019608,40.922059,29.430392,9.560294,60,34,28.903527,3.191469,3.824604,3.670441,29.73067,19.961507,21.947687,3.723613,2.500076,2.748835,nofire
0,0,0,0.192157,0.294118,0.137255,50.658586,74.025253,34.329798,60,33,496.504906,4.223777,4.336655,4.135058,13.566385,12.583515,15.120423,1.750608,1.623779,1.951142,nofire
0,0,0,0.235294,0.368627,0.192157,58.001961,91.071569,45.836275,60,34,844.27998,4.171859,4.205192,4.163697,15.429759,15.107426,15.408904,1.932498,1.892127,1.929886,nofire
0,0,0.911215,0.917647,0.917647,0.913725,224.38604,225.152103,224.131717,160,107,878.071748,3.408665,3.448278,3.506211,252.555954,246.700422,240.50204,3.769154,3.681766,3.589261,nofire
0,0,6.325935,0.894118,0.913725,0.909804,165.451227,170.37243,166.487091,160,107,6912.698093,5.209299,5.16501,5.174711,61.905177,65.268195,66.04437,0.923875,0.974065,0.985649,nofire
0,0,2.996495,0.372549,0.388235,0.368627,111.803329,120.567523,118.17097,160,107,7595.706197,5.032394,4.967243,4.886992,65.105947,69.993109,77.474601,0.971644,1.04458,1.156234,nofire
0,0,1.477804,0.478431,0.596078,0.639216,127.540012,150.737675,157.477512,160,107,10504.400585,5.189471,5.04334,4.922672,49.985645,61.314298,72.84138,0.745988,0.915057,1.087088,nofire
0,0,4.293224,0.388235,0.552941,0.623529,102.575409,144.049357,161.030257,160,107,12538.391716,5.25213,5.122539,5.129678,47.712127,56.997764,55.553825,0.712058,0.850637,0.829087,nofire
0,0,2.850467,0.360784,0.568627,0.576471,96.730958,147.341414,148.570619,160,107,13851.731079,5.312171,5.198717,5.071214,41.328241,51.095528,60.901592,0.616784,0.762551,0.908898,nofire
0,0,4.900701,0.435294,0.686275,0.737255,90.465829,144.136157,153.636682,160,107,16936.997408,5.266598,5.193655,5.048233,46.070279,51.345657,62.626124,0.687555,0.766284,0.934635,nofire
0,0,3.568925,0.392157,0.533333,0.556863,97.840654,133.433937,138.376051,160,107,18022.486884,5.281312,5.210548,5.102243,43.286823,49.656467,59.826022,0.646014,0.741075,0.892846,nofire
0,0,7.278037,0.282353,0.352941,0.356863,97.171671,117.082944,122.11215,160,107,19239.318823,5.393339,5.305876,5.207987,32.532096,41.694312,51.446603,0.48551,0.622247,0.767791,nofire
0,0,4.526869,0.286275,0.384314,0.380392,95.026811,120.949357,123.147897,160,107,16992.744815,5.265594,5.181919,5.097028,45.659782,51.919243,59.547575,0.681428,0.774845,0.88869,nofire
0,0,4.672897,0.254902,0.34902,0.305882,84.015362,110.65146,100.746262,160,107,14712.035442,5.150185,5.153143,5.022193,55.723407,54.688566,66.662804,0.831618,0.816174,0.994878,nofire
0,0,9.501591,0.101961,0.117647,0.129412,84.434995,84.9007,82.976882,205,115,2770.286984,5.136737,5.187982,5.228288,81.330672,75.746246,75.82852,0.88144,0.820917,0.821809,nofire
0,0,1.544008,0.239216,0.211765,0.184314,57.288271,58.102524,53.255398,205,115,410.531113,4.340274,4.334137,4.541821,163.913499,164.528285,139.23746,1.776451,1.783113,1.509018,nofire
0,0,0.712619,0.141176,0.207843,0.290196,40.761145,58.38719,84.160679,205,115,506.645988,4.653645,4.406509,4.196911,127.706387,148.029236,174.647195,1.384048,1.604301,1.892779,nofire
0,0,6.273595,0.352941,0.341176,0.305882,106.403097,102.902142,97.261379,205,115,1550.18517,4.933377,4.991185,5.033613,109.756574,100.857246,97.26122,1.189512,1.093064,1.054091,nofire
0,0,4.763521,0.121569,0.168627,0.239216,67.472619,75.599236,86.724327,205,115,710.118129,4.868058,4.869157,4.946927,116.411187,117.321394,112.279954,1.261633,1.271498,1.21686,nofire
0,0,0,0.117647,0.164706,0.203922,31.892174,43.125072,54.93,92,75,63.165705,3.572745,3.221442,3.046786,75.042561,91.778323,101.787542,2.778744,3.398452,3.769082,nofire
0,0,0.707795,0.333333,0.392157,0.356863,94.78916,113.361231,103.241033,205,153,1823.257564,4.454964,4.545957,4.435037,196.904873,182.214223,201.318457,1.603988,1.484318,1.639942,nofire
0,0,0.820399,0.32549,0.368627,0.337255,99.090687,106.904466,99.9879,205,154,1689.39312,4.499744,4.522141,4.645203,190.053591,188.507552,170.76864,1.538125,1.525613,1.38205,nofire
0,0,0.188108,0.560784,0.6,0.572549,143.250885,149.972645,144.733557,205,153,1134.129241,4.595774,4.658981,4.742573,173.411874,165.219378,155.305062,1.412614,1.345878,1.265116,nofire
0,0,0.264626,0.541176,0.607843,0.556863,158.16512,168.354982,157.652415,205,153,1100.00272,4.573363,4.473471,4.752994,177.772557,193.472843,153.289396,1.448136,1.576031,1.248697,nofire
0,0,0.092913,0.584314,0.643137,0.572549,173.682174,179.913046,167.070133,204,153,852.62334,4.755089,4.565508,4.848291,146.06859,172.5649,132.486129,1.195709,1.412606,1.084523,nofire
0,0,0.714172,0.584314,0.603922,0.556863,165.035645,166.964515,156.401913,205,153,849.093259,4.493015,4.402009,4.568788,191.336455,202.529164,181.694183,1.558628,1.649804,1.480082,nofire
0,0,0.322015,0.545098,0.545098,0.505882,139.881333,139.49517,130.081683,205,153,1449.924553,4.565639,4.543781,4.5674,176.581725,178.61671,177.080949,1.438436,1.455013,1.442503,nofire
0,0,0,0.305882,0.313725,0.341176,91.384242,96.207273,104.210909,50,33,3169.484556,4.631789,4.564133,4.477798,8.64036,9.176533,9.896174,1.337944,1.420969,1.532405,nofire
0,0,3.333333,0.313725,0.305882,0.313725,86.706667,87.672121,90.401212,50,33,2395.63417,4.693324,4.53597,4.425728,8.474468,9.701674,10.677305,1.312256,1.502287,1.653361,nofire
0,0,0,0.392157,0.447059,0.486275,90.631515,99.035758,106.598182,50,33,2020.672109,4.598224,4.438004,4.259233,9.047421,9.980222,11.728837,1.400977,1.545419,1.816189,nofire
0,0,0,0.564706,0.509804,0.509804,160.64,142.580606,138.20303,50,33,25.821833,3.859014,4.051771,4.115139,16.076927,13.829952,12.841604,2.489483,2.141543,1.988499,nofire
0,0,0,0.345098,0.376471,0.403922,91.892727,99.806061,106.810303,50,33,2082.671708,4.241706,4.224064,4.182537,11.481483,11.643602,12.093952,1.777887,1.802991,1.872727,nofire
0,0,0,0.356863,0.392157,0.419608,92.126061,101.189697,108.032727,50,33,2051.111809,4.264882,4.231033,4.202169,11.393365,11.673203,12.010328,1.764242,1.807574,1.859777,nofire
0,0,0,0.34902,0.360784,0.388235,87.980606,90.08303,95.318788,50,33,1919.751332,4.554625,4.417513,4.294338,9.136703,9.99985,11.098354,1.414802,1.548458,1.71856,nofire
0,0,0.932292,0.219608,0.266667,0.262745,62.909036,74.950443,73.515521,240,160,327.350276,4.40624,4.397805,4.285711,248.891708,251.696923,283.291023,1.656034,1.674699,1.884915,nofire
0,0,1.317708,0.203922,0.207843,0.207843,78.532734,101.607891,103.308151,240,160,329.094298,5.084205,5.095044,4.588303,138.310846,137.538929,217.385571,0.92027,0.915134,1.446404,nofire
29.22,0,1.837398,0.07451,0.082353,0.078431,38.070528,42.05939,42.552724,205,120,1691.666189,4.446706,4.411384,4.354357,157.664446,161.33504,169.545248,1.637528,1.675651,1.760924,nofire
5.965,0,0.967411,0.086275,0.090196,0.090196,38.714655,41.829391,41.647141,205,119,1654.806677,4.329129,4.339666,4.236691,172.473118,171.175395,189.508249,1.806386,1.792795,1.984803,nofire
5.765,0,0.394309,0.07451,0.082353,0.082353,36.061179,42.449878,42.792114,205,120,1704.487118,4.380333,4.383459,4.223448,162.459476,161.240263,185.974632,1.68733,1.674667,1.931562,nofire
0,0,0.77381,0.266667,0.247059,0.172549,47.0697,67.577842,57.594566,280,186,75.435435,4.465804,4.432185,4.258618,316.473479,320.707031,352.45112,1.552589,1.573358,1.729092,nofire
0,0,1.610983,0.160784,0.223529,0.192157,48.247427,68.433641,58.872369,280,186,74.452591,4.491402,4.52746,4.311626,302.822818,294.344543,350.819673,1.48562,1.444026,1.721088,nofire
12.99,0,1.680108,0.141176,0.192157,0.164706,41.286617,59.981759,53.506317,280,186,72.868584,4.696973,4.708171,4.279298,251.970376,247.599226,352.008573,1.236143,1.214698,1.72692,nofire
64.9,0,1.779954,0.082353,0.121569,0.101961,27.52765,39.399443,34.498925,280,186,57.49312,4.472689,4.554887,4.189802,316.59426,288.506343,376.408002,1.553181,1.415385,1.846622,nofire
69.58,0,9.913923,0.356863,0.447059,0.501961,87.921776,109.656146,122.868695,154,86,8415.544079,5.435211,5.377681,5.192257,23.29537,30.468237,48.873022,0.449408,0.587785,0.942844,nofire
47.305,0,9.302326,0.4,0.458824,0.513725,102.45364,116.262122,128.295942,153,86,11136.69867,5.44987,5.418108,5.330773,22.284203,26.684457,35.943603,0.43271,0.518154,0.697946,nofire
0,0,4.597701,0.509804,0.478431,0.431373,116.317958,117.88446,125.414838,154,87,2197.782525,5.101563,4.742836,4.694234,52.593189,69.882173,72.049686,1.002951,1.332651,1.373986,nofire
37.345,0,8.773784,0.407843,0.466667,0.509804,100.756342,114.588946,124.174721,154,86,10396.837833,5.427317,5.408767,5.308885,24.707539,26.324814,34.188172,0.476651,0.507851,0.659549,nofire
20.425,2,7.663848,0.380392,0.423529,0.462745,89.548097,98.933706,107.58955,154,86,8723.977234,5.320812,5.296555,5.239347,31.880041,33.297467,37.081465,0.615021,0.642365,0.715365,nofire
0,0,0.825305,0.113725,0.137255,0.188235,50.160949,65.500059,86.320988,256,133,91.39855,4.815413,4.59139,4.263687,165.185291,195.418164,242.299135,1.239567,1.466437,1.818236,nofire
18.575,0,0,0.027451,0.062745,0.094118,11.050076,21.732025,29.949483,256,133,32.542,3.907346,3.812155,3.321657,295.242087,305.968408,409.267916,2.215525,2.296017,3.071187,nofire
0,0,0.728383,0.090196,0.101961,0.141176,41.901756,56.097039,74.971922,256,133,97.351745,4.573095,4.375072,4.101457,281.340586,297.992999,319.116513,2.111207,2.236168,2.394681,nofire
54.89,0,0,0.003922,0.011765,0.031373,8.229558,15.113223,22.815878,256,133,26.68309,3.947787,3.692763,3.148262,289.186472,339.040191,496.080884,2.170084,2.544191,3.722639,nofire
100,0,0,0,0,0.003922,1.718838,3.859639,5.974389,256,133,5.148082,2.846717,2.420457,1.738561,614.02837,802.416698,1127.818182,4.607728,6.021412,8.463259,nofire
100,0,0,0,0.003922,0.003922,1.613907,2.062906,5.466315,132,56,12.843471,2.614165,1.809882,1.637439,162.772715,223.592434,241.298887,5.626132,7.728323,8.340336,nofire
100,0,0,0,0.003922,0.035294,2.251623,2.886634,10.728626,132,56,15.664772,3.179694,2.173416,1.985056,99.213337,177.795322,200.560704,3.429241,6.145375,6.932247,nofire
97.84,0,0,0.007843,0.015686,0.07451,4.232008,6.94007,25.683712,132,56,70.394899,4.136526,2.990895,2.510461,60.918332,117.968623,165.072082,2.105601,4.077506,5.705605,nofire
100,0,0,0,0.003922,0.023529,3.366342,5.001082,16.048431,132,56,76.659316,3.658459,2.679941,2.256617,78.459881,141.326433,194.512725,2.711913,4.884853,6.723202,nofire
79.33,0,0,0.003922,0.007843,0.05098,6.022592,10.096185,35.497159,132,56,181.18196,4.407391,3.338263,2.776469,47.147495,99.471742,155.083279,1.629622,3.438174,5.360351,nofire
2.245,0,7.305366,0.321569,0.286275,0.219608,90.821971,81.750634,64.834068,205,125,2714.115745,5.047543,5.027488,5.033604,96.653871,99.216787,103.770648,0.963708,0.989262,1.034667,nofire
96.665,0,6.43122,0.062745,0.062745,0.023529,53.313912,55.726985,36.747473,205,125,2536.536014,4.521574,4.943654,4.896764,197.590571,103.149018,112.097201,1.970119,1.028469,1.117689,nofire
0,21.815,1.654634,0.909804,0.898039,0.890196,186.594459,183.93241,169.660761,205,125,544.975644,5.240916,4.944685,4.877868,77.794767,116.809826,127.090034,0.775669,1.164677,1.267178,nofire
0,0,5.172549,0.462745,0.466667,0.345098,127.563098,129.979373,108.079176,204,125,359.788449,5.325757,4.894213,4.852961,56.889468,111.792155,116.747741,0.570009,1.120111,1.169764,nofire
0,0,4.078049,0.741176,0.596078,0.039216,164.8448,135.628371,35.929288,205,125,386.777405,4.409388,4.919913,5.006416,241.024273,116.964056,107.187294,2.403184,1.166215,1.068734,nofire
77.295,0,6.013659,0.062745,0.054902,0.023529,44.769405,49.899278,34.425054,205,125,2273.681611,4.434116,4.896783,4.752164,239.966751,119.566284,136.682064,2.392639,1.192161,1.362818,nofire
75.49,0,0,0.070588,0.062745,0.043137,22.681554,22.075781,18.301042,192,120,42.912666,3.77815,3.717664,3.570207,217.953368,223.769507,247.432574,2.41697,2.481467,2.743876,nofire
0,0,0,0.133333,0.133333,0.141176,36.81959,40.059555,41.428709,191,120,68.063396,3.87835,3.844553,3.718972,204.160872,205.201496,225.079766,2.275873,2.287473,2.509065,nofire
0,0,0.073785,0.152941,0.145098,0.145098,37.158854,42.314627,41.357378,192,120,67.433186,4.002525,3.817186,3.896526,192.145839,216.516612,201.847953,2.13078,2.401037,2.23837,nofire
49.005,0,0,0.078431,0.082353,0.054902,22.686955,26.221771,18.765183,191,120,44.166005,3.605864,3.750988,3.551678,233.983155,212.31037,243.98055,2.608315,2.366719,2.719761,nofire
27.835,0,0.245098,0.188235,0.184314,0.172549,29.073967,46.769783,37.122418,192,119,53.819939,4.179109,4.249782,4.082776,169.580544,163.797149,168.397103,1.896347,1.831674,1.883114,nofire
36.245,0,0,0.039216,0.109804,0.066667,12.249523,30.486155,19.206163,192,120,39.700512,3.649914,3.925355,3.415214,234.373625,200.976362,270.750562,2.59906,2.228705,3.002458,nofire
0,0,1.185185,0.137255,0.32549,0.403922,30.756667,74.868148,92.78,60,45,825.806641,4.362072,4.253667,3.953981,18.629666,19.648024,22.776789,1.762915,1.859282,2.155355,nofire
0,9.64,1.518519,0.094118,0.2,0.223529,45.007407,68.75037,73.158519,60,45,1162.514158,4.626546,4.523173,4.27198,15.999931,17.058313,20.162228,1.514064,1.614219,1.90794,nofire
48.02,0,1.481481,0.109804,0.247059,0.282353,20.875556,44.746296,50.072963,60,45,886.344073,4.584096,4.456105,3.869865,14.055832,15.690566,24.639951,1.330096,1.484789,2.331665,nofire
4.875,0,0,0.101961,0.113725,0.109804,28.374349,31.510417,30.843316,144,96,5.238264,3.305504,3.3708,3.231064,175.510795,167.411223,182.265998,3.243846,3.094147,3.368698,nofire
0,0,0,0.12549,0.133333,0.133333,34.372541,36.462674,36.097005,144,96,5.637804,3.215525,3.242934,3.196368,183.226315,180.069856,188.177555,3.386446,3.328108,3.477957,nofire
0,0,0,0.435294,0.45098,0.458824,81.9525,87.268542,89.359792,80,60,578.482777,4.475556,4.413138,4.502,29.587888,32.771341,29.837731,1.574936,1.744388,1.588235,nofire
0,0,0,0.14902,0.145098,0.145098,43.300766,41.739227,41.741359,231,130,132.080717,2.926449,2.934953,3.126796,578.552095,572.430046,497.057941,4.922404,4.870316,4.22904,nofire
0,0,1.519097,0.129412,0.184314,0.192157,41.549936,54.070061,56.764825,256,171,1346.497799,4.391058,4.367309,4.291342,297.694685,304.904987,335.589408,1.737501,1.779584,1.958674,nofire
0,0,1.690424,0.160784,0.184314,0.196078,47.314213,52.717768,56.092265,256,171,445.20161,4.222332,4.202423,4.121572,339.137638,343.465122,372.170338,1.979384,2.004641,2.17218,nofire
0,0,0.310202,0.180392,0.188235,0.207843,51.016728,52.594278,58.736144,256,170,203.720119,4.158851,4.092665,4.040094,327.213452,341.978924,357.114229,1.921022,2.007708,2.096565,nofire
0,0,4.139254,0.156863,0.211765,0.203922,56.543334,66.854829,65.544248,256,171,3086.733307,4.715313,4.733166,4.777395,229.083186,225.8514,224.566249,1.337049,1.318186,1.310685,nofire
0,0,1.722405,0.14902,0.203922,0.207843,57.808936,67.326572,67.955455,256,171,964.269126,4.563151,4.577338,4.577271,250.34038,247.818419,267.349665,1.461117,1.446397,1.560392,nofire
0,0,4.714912,0.231373,0.313725,0.298039,93.786253,105.678317,104.470418,256,171,1369.173279,5.004727,4.949148,4.974917,160.99553,171.314571,172.65098,0.939654,0.999881,1.007681,nofire
0,0,1.425439,0.184314,0.227451,0.231373,68.709818,74.858187,74.154514,256,171,565.148472,4.654083,4.679254,4.82234,227.182556,225.60274,202.794168,1.325956,1.316735,1.183612,nofire
25.21,0,5.442206,0.286275,0.482353,0.654902,54.787996,90.440382,120.227699,205,115,867.536418,4.888597,4.747449,4.504011,155.502789,160.724425,174.37585,1.685297,1.741888,1.889839,nofire
50,0,5.051962,0.015686,0.035294,0.070588,37.83122,70.459258,97.26596,205,115,1385.602983,5.360087,5.02906,4.405297,56.823115,103.07627,212.632141,0.615834,1.117113,2.30445,nofire
0,0,0.402969,0.003922,0.054902,0.545098,1.978112,19.047593,145.491241,205,115,9.909264,4.404511,3.346458,1.79354,158.556836,312.979263,708.488186,1.718396,3.391985,7.678405,nofire
8.52,0,0,0.070588,0.14902,0.172549,22.239713,42.992823,50.747368,110,38,597.496889,4.537179,4.318604,3.864247,23.87438,27.922472,37.664277,1.459304,1.706741,2.302202,nofire
0,0,0,0.078431,0.172549,0.180392,24.758134,51.088756,56.16244,110,38,695.627098,4.470485,4.373511,3.918972,24.44076,26.451023,35.924782,1.493924,1.6168,2.195877,nofire
8,0,0,0.082353,0.164706,0.180392,23.935407,45.126077,55.491148,110,38,454.82476,4.477269,4.248009,3.848124,24.725508,29.130837,38.145873,1.511329,1.780602,2.33164,nofire
12.28,0,0,0.07451,0.145098,0.14902,25.146411,48.835167,50.607416,110,38,448.345333,4.416932,4.359386,3.865213,25.549985,26.516768,37.391749,1.561724,1.620818,2.285544,nofire
83.95,0,2.698823,0.019608,0.031373,0.047059,22.614413,25.561298,36.147861,129,81,286.809564,4.463003,4.160005,4.046134,74.326423,87.930284,96.715844,1.817434,2.150076,2.364901,nofire
10.525,0,2.932692,0.043137,0.07451,0.086275,39.093942,58.816731,68.277788,130,80,409.854302,4.910957,4.774114,4.528094,55.592283,61.260421,69.915018,1.36575,1.505001,1.717621,nofire
77.015,0,1.528965,0.023529,0.035294,0.058824,17.95698,21.984141,33.632004,130,81,347.039027,4.291422,3.95773,3.833792,81.456388,96.868366,105.653624,1.976454,2.35041,2.563576,nofire
0,0,8.75,0.27451,0.290196,0.243137,110.25733,102.91034,87.347608,144,90,5037.187642,5.244254,5.378181,5.412857,34.699833,26.754072,25.605453,0.684089,0.527442,0.504798,nofire
0,0,9.791667,0.160784,0.117647,0.090196,118.362191,108.278858,92.987346,144,90,1620.135498,5.307846,5.402686,5.395837,28.892363,22.933664,26.24993,0.569598,0.452125,0.517503,nofire
0,0,6.658951,0.905882,0.843137,0.737255,125.051157,126.419059,112.27909,144,90,1355.784157,5.253076,5.329885,5.321186,35.031191,30.990574,33.086221,0.690621,0.610963,0.652277,nofire
82.54,0,0,0,0,0,2.794126,14.794994,12.417245,96,72,113.04146,2.129874,2.204145,1.677369,254.836341,249.162062,284.205739,9.41993,9.210183,10.505556,nofire
0,0,0.665509,0.027451,0.188235,0.160784,10.063513,48.187645,42.830729,96,72,303.036667,3.718815,3.708119,3.193965,73.005506,72.047914,108.041895,2.698622,2.663224,3.993728,nofire
82.215,0,0,0,0,0,2.683304,15.604311,13.569589,96,72,86.502442,2.065338,2.164589,1.674364,256.068373,249.584125,281.996051,9.465472,9.225784,10.423876,nofire
