dullness,whiteness,pixel_width,red_dominant,green_dominant,blue_dominant,average_color_r,average_color_g,average_color_b,x,y,blurrness,entropy_r,entropy_g,entropy_b,deviation_r,deviation_g,deviation_b,variation_r,variation_g,variation_b,class
0,0,1.679688,0.286275,0.270588,0.294118,82.007578,80.156354,87.907526,240,160,213.816379,4.801692,4.620118,4.612951,181.496718,202.941854,204.280795,1.207613,1.350301,1.35921,fire
0,0,4.778646,0.313725,0.388235,0.403922,88.893464,118.680703,123.251094,240,160,1461.843828,5.07858,5.065685,4.760355,136.845899,139.940155,198.173028,0.910522,0.93111,1.318571,fire
0,0,2.651042,0.219608,0.239216,0.254902,62.563776,69.203594,76.518672,240,160,360.063671,4.650712,4.469064,4.38109,207.739335,227.592929,246.180613,1.382221,1.51432,1.637995,fire
0,0,1.846354,0.247059,0.282353,0.309804,64.632422,76.663646,89.539219,240,160,329.726243,4.657272,4.334846,4.122089,224.778758,266.788732,300.078173,1.495595,1.775114,1.99661,fire
0,0,1.190104,0.243137,0.254902,0.266667,62.507786,67.926042,75.454349,240,160,244.683775,4.450639,4.143406,4.004077,263.522489,302.947831,321.9796,1.753382,2.015704,2.142334,fire
0,0,1.507813,0.219608,0.207843,0.219608,71.763411,69.308359,76.15263,240,160,344.081619,4.416397,4.209807,4.338475,271.885731,297.235551,267.369393,1.809028,1.977696,1.778978,fire
0,0,4.174479,0.415686,0.470588,0.47451,98.030755,122.023724,124.806927,240,160,1137.021545,5.168166,5.154729,4.861753,125.187232,126.58851,172.971039,0.83295,0.842274,1.150886,fire
0,0,3.6875,0.176471,0.180392,0.188235,66.909844,73.682552,87.399167,240,160,458.62062,4.942472,4.631884,4.510728,174.232457,208.155334,234.282685,1.159279,1.384989,1.558831,fire
0,0,3.617188,0.176471,0.2,0.219608,55.800833,72.414453,91.038229,240,160,582.980046,4.884931,4.544539,4.340479,196.668408,244.587945,274.497859,1.308559,1.627398,1.826408,fire
0,0,3.111979,0.164706,0.172549,0.188235,52.167161,64.461875,82.39013,240,160,544.787733,4.805689,4.454604,4.18015,218.96858,260.125581,296.788748,1.456937,1.73078,1.974723,fire
0,0,2.205729,0.172549,0.164706,0.180392,58.046667,59.335078,66.480391,240,160,386.371055,4.404047,4.229328,4.218784,273.89772,297.91961,301.568579,1.822415,1.982248,2.006527,fire
0,0,1.6875,0.364706,0.419608,0.4,88.266328,103.566901,101.011771,240,160,610.373431,4.904726,4.882278,4.561173,171.568154,170.31491,229.535046,1.141551,1.133213,1.527242,fire
0,0,1.794271,0.14902,0.160784,0.160784,49.557344,60.561458,67.532552,240,160,430.980148,4.512618,4.391287,4.205526,259.154689,270.036497,295.562939,1.72432,1.796724,1.966567,fire
0,0,3.609375,0.156863,0.164706,0.180392,45.137474,68.975182,87.760495,240,160,803.684311,4.790122,4.652792,4.230971,224.940794,243.264046,293.114874,1.496673,1.61859,1.950279,fire
0,0,5.317708,0.152941,0.160784,0.196078,40.737891,76.917526,111.340365,240,160,942.546009,5.029961,4.831462,4.271181,184.179835,210.70068,283.553156,1.225465,1.401925,1.886659,fire
0,0,4.692708,0.164706,0.164706,0.192157,46.168307,74.029792,105.025052,240,160,1031.033653,5.102739,4.797505,4.411708,159.453085,199.50246,247.860809,1.060942,1.327416,1.649175,fire
0,0,1.367188,0.309804,0.341176,0.32549,82.870755,96.980417,97.654349,240,160,536.615277,4.871638,4.814781,4.583634,194.648461,195.004656,234.414799,1.295119,1.297489,1.55971,fire
0,0,1.023438,0.192157,0.211765,0.203922,52.226172,57.178464,57.306953,240,160,220.197422,4.213869,4.171741,4.044808,295.396736,289.504675,321.035665,1.965461,1.926258,2.136054,fire
0,0,0.679688,0.164706,0.176471,0.172549,54.98125,61.711458,62.090547,240,160,355.246875,4.315638,4.276458,4.136335,274.282665,271.549887,297.741275,1.824976,1.806793,1.981061,fire
0,0,2.447917,0.219608,0.247059,0.247059,53.133125,64.204115,72.27099,240,160,666.170016,4.647278,4.435926,4.238655,237.028335,252.959595,289.464509,1.5771,1.6831,1.925991,fire
0,0,1.554688,0.223529,0.235294,0.243137,55.659375,61.772917,66.937474,240,160,496.895664,4.569427,4.424551,4.257678,240.530411,249.536307,274.213814,1.600401,1.660323,1.824518,fire
0,0,1.00813,0.160784,0.121569,0.14902,68.019106,57.040528,61.463008,205,120,137.671392,4.458056,4.424971,4.528489,151.519361,159.355537,145.335228,1.573704,1.655092,1.509475,fire
0,0,1.250256,0.521569,0.462745,0.423529,142.572248,132.637795,127.999426,205,119,129.682474,5.165204,5.263602,5.241614,79.912575,68.911168,71.484073,0.836959,0.721737,0.748684,fire
0,0,3.186992,0.764706,0.698039,0.643137,165.743252,152.068008,142.477886,205,120,227.890089,5.237542,5.263611,5.20879,66.204903,62.990188,70.889468,0.687615,0.654226,0.736269,fire
0,0,1.186992,0.329412,0.266667,0.278431,95.127317,80.69439,85.454187,205,120,247.444413,4.750387,4.907142,5.025704,129.625671,111.534955,95.249883,1.346313,1.15842,0.98928,fire
0,0,3.644189,0.498039,0.47451,0.447059,83.751506,89.562656,103.31941,205,119,2169.583764,5.165778,5.067583,5.177639,79.218314,85.466999,77.429615,0.829688,0.895133,0.810954,fire
0,0,1.247967,0.521569,0.478431,0.431373,121.783821,112.839593,102.415122,205,120,219.711654,4.98768,5.045582,5.133026,102.425903,94.712522,83.363502,1.063812,0.983699,0.865826,fire
1.755,33.335,5.944142,0.098039,0.12549,0.141176,67.942247,78.295065,94.117771,204,119,2813.194049,5.317114,5.150511,5.089288,63.334977,87.400104,100.63887,0.666587,0.919867,1.059202,fire
13.41,0,2.487745,0.078431,0.090196,0.082353,59.433619,61.876185,57.951675,204,120,1294.372287,4.761813,4.797115,4.838357,114.870089,111.087847,110.994294,1.198907,1.159432,1.158455,fire
0,9.54,3.174797,0.85098,0.807843,0.737255,201.442033,191.141789,177.801911,205,120,827.556977,4.839456,4.935216,4.861588,112.127339,101.690645,110.533319,1.164572,1.056175,1.148017,fire
3.715,0,6.042222,0.105882,0.121569,0.133333,83.80496,85.984997,91.411273,205,119,2342.186629,5.28106,5.244601,5.26897,64.532619,73.311611,75.711191,0.675878,0.767825,0.792956,fire
0,5.265,4.621951,0.133333,0.137255,0.14902,115.752967,111.446179,111.261423,205,120,2148.820197,5.370875,5.383055,5.361389,51.373288,53.656414,61.421072,0.533571,0.557284,0.637929,fire
0,0,0.77573,0.207843,0.203922,0.145098,36.950691,59.1149,50.866206,280,186,82.344716,4.474643,4.412567,4.247581,310.027317,328.595031,357.894097,1.520964,1.612056,1.755794,fire
0,0,0.590145,0.286275,0.243137,0.180392,81.522422,74.363522,80.413579,280,187,21.725982,4.875336,4.158317,3.976606,261.026464,414.026199,471.814203,1.273723,2.020311,2.302298,fire
0,9.16,2.658518,0.388235,0.352941,0.345098,144.239591,138.869576,136.615718,280,187,75.35032,5.111802,4.895052,4.96247,201.787383,270.691328,259.294803,0.984656,1.320884,1.265273,fire
0,23.755,1.090527,0.87451,0.886275,0.898039,157.613846,160.348281,167.371505,280,187,31.815322,5.231908,5.201529,5.271883,166.688388,165.97708,139.527041,0.813384,0.809913,0.680846,fire
0,0,4.030452,0.494118,0.541176,0.564706,149.006568,151.290491,145.928945,154,87,3199.027604,5.135564,5.157066,5.230209,41.64458,42.862713,42.304921,0.794161,0.817391,0.806754,fire
4.65,0,4.259635,0.494118,0.486275,0.462745,120.471264,126.972729,128.077304,153,87,2579.632343,5.316116,5.30705,5.186835,37.079194,35.543676,43.130399,0.711721,0.682247,0.827871,fire
0,0,3.282999,0.47451,0.431373,0.372549,115.81519,123.744422,131.207498,153,87,782.24573,5.208348,5.071759,4.626211,50.331957,50.425834,72.57183,0.966102,0.967904,1.392988,fire
55.97,3.435,10.343517,0.403922,0.447059,0.490196,99.647971,110.095151,121.198966,153,86,8427.871664,5.420413,5.370995,5.266983,24.992027,29.344162,36.242179,0.48529,0.569799,0.703744,fire
100,0,3.149724,0.027451,0.019608,0.015686,48.338483,43.141663,37.569712,154,87,1659.734853,4.362851,4.502591,4.61259,144.13813,115.009481,95.943347,2.74871,2.193228,1.829637,fire
35.445,0,0.419995,0.058824,0.239216,0.576471,22.711701,62.413974,132.437089,256,133,48.099725,5.141329,4.523017,4.070398,121.05834,195.106668,267.733728,0.908434,1.464099,2.0091,fire
0,0,0,0.027451,0.376471,0.913725,21.692324,73.357777,163.657611,256,132,27.661272,5.294942,4.534833,3.940198,86.588321,194.783802,300.497679,0.65469,1.47275,2.272047,fire
0,0,0.193844,0.137255,0.333333,0.74902,31.96082,73.07416,161.228765,256,133,27.544575,5.257375,4.45962,3.83085,88.589647,198.697445,311.033584,0.664785,1.491045,2.334026,fire
48.54,0,4.279119,0.066667,0.14902,0.32549,20.365175,51.71733,107.221029,256,132,701.474775,5.463452,4.82909,3.812445,52.830101,155.623754,390.346533,0.399446,1.176663,2.951389,fire
100,0,0.384751,0.003922,0.007843,0.023529,2.897233,8.078742,13.953595,256,133,215.036863,3.481938,3.06765,2.100042,398.173024,513.982559,938.543009,2.987929,3.856975,7.042918,fire
0,0,0,0.117647,0.164706,0.266667,45.111607,67.5294,107.106438,256,133,67.710935,4.910034,4.550609,4.246351,137.494214,195.68971,243.238493,1.03177,1.468475,1.825285,fire
0,0,0.435014,0.247059,0.345098,0.572549,66.092744,99.444957,167.66495,256,132,101.53177,5.045982,4.551791,4.214155,115.67751,210.432701,250.002698,0.874631,1.59107,1.890257,fire
0,0,2.15578,0.254902,0.482353,0.933333,69.872269,119.80222,209.535098,256,133,964.199074,4.709381,4.767685,4.449375,212.56783,189.800039,230.972726,1.59513,1.424278,1.733242,fire
0,0,5.397727,0.047059,0.101961,0.164706,34.293797,85.011216,140.781457,256,132,1335.854964,5.295963,5.265944,4.355634,147.324319,99.374554,265.634822,1.113911,0.751366,2.008451,fire
80.14,0,0.208529,0.007843,0.031373,0.054902,8.124383,16.375822,24.727414,256,133,215.287623,3.881946,3.654668,3.114535,321.277536,356.909974,510.876149,2.410898,2.678287,3.833664,fire
0,0,3.521499,0.352941,0.494118,0.721569,93.853178,162.249648,217.009868,256,133,406.079061,4.323896,5.102214,4.875815,388.767646,121.869586,165.679042,2.91735,0.914521,1.243272,fire
0,0,3.633996,0.098039,0.14902,0.2,35.78122,65.817472,96.454871,256,132,1238.373689,4.962781,4.65596,4.236104,162.439153,215.981408,257.018791,1.228194,1.633024,1.943305,fire
0,0,1.293205,0.207843,0.247059,0.333333,67.042081,88.699603,118.413411,256,132,250.927571,5.151038,4.979856,4.586904,120.440141,147.743657,190.929573,0.910641,1.117082,1.443608,fire
0,0,3.216048,0.168627,0.207843,0.298039,69.450834,104.828477,156.20618,256,133,553.877613,5.245679,5.143705,4.628242,117.572639,115.158476,192.410529,0.882277,0.86416,1.443867,fire
3.06,0,4.776278,0.047059,0.094118,0.129412,27.488518,58.505859,95.511541,256,132,1488.68129,5.209144,4.845537,4.235236,122.846788,181.798768,252.918045,0.928838,1.374571,1.9123,fire
60.665,0,0.284892,0.023529,0.035294,0.062745,18.401786,24.078213,32.993862,256,133,121.519459,4.089446,3.927366,3.760106,297.503337,328.658187,355.576759,2.232494,2.466283,2.668283,fire
9.2,0,0.224905,0.047059,0.058824,0.094118,21.759203,29.189927,42.78418,256,132,60.529704,4.256339,3.990443,3.797963,248.711377,282.41981,312.005656,1.880494,2.135361,2.359058,fire
0,0,4.473097,0.082353,0.129412,0.211765,27.117452,59.860844,102.538651,256,133,460.336516,5.070078,4.699122,4.06306,148.166097,192.977048,314.183174,1.111853,1.448119,2.357661,fire
53.03,0,5.986624,0.015686,0.035294,0.066667,15.454368,41.223544,78.01965,256,132,1349.577772,5.241562,4.711604,3.554013,115.3142,199.686323,572.168884,0.871884,1.509818,4.326138,fire
0,0,0,0,0.066667,0.25098,0.824636,18.471181,67.414001,384,256,1.042296,3.851763,2.966214,1.209518,918.716607,1456.317101,3591.745474,2.387814,3.785078,9.335217,fire
0,0,0,0.003922,0.086275,0.341176,0.989207,23.425476,95.882375,384,256,2.656798,4.496612,3.134584,1.371878,660.589897,1414.675158,3500.200028,1.716923,3.676847,9.097283,fire
0,0,0,0,0.160784,0.537255,1.450104,50.075643,164.408875,384,256,9.953155,4.951986,4.224629,1.648095,426.632468,716.640031,3145.689751,1.10885,1.862602,8.175885,fire
0,0,1.184082,0.003922,0.203922,0.615686,3.838654,80.992238,202.325602,384,256,81.459851,4.575199,4.617379,2.080741,669.412198,646.098317,2966.02902,1.739853,1.679258,7.708933,fire
20.67,0,2.12911,0.019608,0.196078,0.639216,5.220459,47.852254,157.380636,384,256,225.006029,5.351027,4.430561,2.617705,229.945398,650.839892,2324.149103,0.597645,1.691582,6.040638,fire
0,0,0,0.003922,0.117647,0.4,0.962392,28.733551,98.158213,384,256,1.50003,4.191454,3.318918,1.315955,690.497536,1168.605702,3411.397104,1.794655,3.037294,8.866478,fire
0,0,0,0.003922,0.078431,0.321569,1.025899,36.350301,122.559692,384,256,2.643764,4.847133,3.904931,1.384736,440.178288,856.656826,3411.307752,1.144057,2.226516,8.866246,fire
0,0,0.56661,0.003922,0.305882,0.819608,2.029694,76.680389,196.687642,384,256,10.133778,4.764467,4.395816,1.663344,465.747849,674.390322,3275.680244,1.210514,1.752791,8.51374,fire
0,0,0.454712,0.003922,0.419608,0.984314,2.62616,109.810862,244.016134,384,256,63.900617,2.794215,4.149421,1.783701,2265.411628,848.836371,3223.815214,5.887976,2.20619,8.378939,fire
0,0,3.1545,0.011765,0.45098,0.988235,5.616465,85.123464,199.592692,384,256,419.209184,3.957394,4.473047,2.539854,1675.221598,734.775132,2562.513946,4.354027,1.909736,6.660167,fire
0,0,0,0.003922,0.156863,0.533333,1.053721,48.95285,154.148376,384,256,3.053212,4.520618,3.776496,1.400432,554.773276,899.756503,3351.270457,1.441898,2.338535,8.710204,fire
0,0,0,0.003922,0.376471,0.956863,1.203044,89.634878,227.595907,384,256,3.38977,4.109581,4.218808,1.495917,856.043947,724.622888,3261.212118,2.224923,1.88335,8.476136,fire
0,0,4.124959,0.011765,0.498039,0.988235,8.018728,91.342682,201.36792,384,256,708.629394,4.396125,5.097989,2.814653,1241.923129,357.724639,2421.047054,3.227852,0.929753,6.292484,fire
0,0,6.139119,0.011765,0.043137,0.219608,22.296366,82.254862,159.289591,384,256,1450.901708,4.944228,5.177166,3.56231,703.648486,389.657869,1991.322418,1.828835,1.01275,5.175598,fire
0,0,0.157674,0.003922,0.121569,0.443137,1.828817,49.374573,146.2164,384,256,4.236331,4.739347,4.12581,1.547131,502.714935,817.83943,3329.434527,1.306594,2.125626,8.653452,fire
0,0,0.226847,0.003922,0.207843,0.717647,3.654297,66.164927,193.286875,384,256,9.97424,4.633525,4.325993,2.028302,623.495548,851.32286,2824.901162,1.620512,2.212652,7.342131,fire
0,0,0.715129,0.003922,0.360784,0.976471,7.634898,135.123667,243.656901,384,256,21.747389,3.167055,5.28169,2.674726,1785.156644,233.751536,2400.540346,4.639757,0.607538,6.239185,fire
0,0,4.402669,0.035294,0.713725,0.976471,34.276398,171.433828,233.831675,384,256,847.61596,3.434519,5.299502,4.192457,1838.6287,291.307855,1387.943955,4.778735,0.757131,3.607371,fire
0,0,8.437093,0.011765,0.062745,0.294118,38.535787,107.935964,169.174388,384,256,2368.76468,4.931763,5.355745,4.182415,870.670839,278.952002,1636.333283,2.262939,0.725017,4.252954,fire
